timestamp,blockReward
1689046439,0.118445904537021575
1689046451,0.158188786157190906
1689046463,0.06187522111321145
1689046475,0.050530965107623146
1689046487,0.16615135673895551
1689046499,0.126081806375341782
1689046511,0.090481013490435327
1689046523,0.073897604635295178
1689046535,0.056733922651853829
1689046547,0.028883681225843813
1689046559,0.073568152510935619
1689046571,0.043010356184194393
1689046583,0.087117620790892457
1689046595,0.10331303023047549
1689046607,0.0615537474107389
1689046619,0.102586583941218623
1689046631,0.021835295420227218
1689046643,0.067740872574897245
1689046655,0.050035715031364511
1689046667,0.035884146958174995
1689046679,0.107651569754641776
1689046691,0.036232417604836173
1689046703,0.033765850291845876
1689046715,0.046121921004452239
1689046727,0.119289697335627214
1689046739,0.098706309527014105
1689046751,0.09330164572709511
1689046763,0.027817031243527653
1689046775,0.060876487196143693
1689046787,0.061691065842276845
1689046799,0.034885703986671375
1689046811,0.078412348467305336
1689046823,0.031728241965115916
1689046835,0.023792202622831246
1689046847,0.041074554566008968
1689046859,0.05553160617008988
1689046871,0.040209396441486292
1689046883,0.031464673021298211
1689046895,0.067747955239899666
1689046907,0.079853007612730345
1689046919,0.021344701492715625
1689046931,0.060568657011877654
1689046943,0.105661546496223502
1689046955,0.054568804315824531
1689046967,0.019837879114467594
1689046979,0.032338756780088577
1689046991,0.064161773420459544
1689047003,0.043760758114083496
1689047015,0.07064817430045906
1689047027,0.045153285253300744
1689047039,0.026855852635799361
1689047051,0.039154907744523819
1689047063,0.023406361243565693
1689047075,0.029878909074185322
1689047087,0.023280713086176874
1689047099,0.124551540462648831
1689047111,0.0306934678780704
1689047123,0.015113317760858247
1689047135,0.06953003769449159
1689047147,0.021975966835093834
1689047159,0.101498050350280949
1689047171,0.022668720210641283
1689047183,0.043340538946178508
1689047195,0.065245797729671298
1689047207,0.342764265466208792
1689047219,0.021666174133164179
1689047231,0.081901700972927561
1689047243,0.019646308801358542
1689047255,0.027384344212146668
1689047267,0.15293459317391057
1689047279,0.053405436866887427
1689047291,0.083404414004996805
1689047303,0.052313927887937245
1689047315,0.05171106390080862
1689047327,0.07902677229704503
1689047351,0.03446881429821156
1689047363,0.089364824236077982
1689047375,0.041851992574053357
1689047387,0.051464926204987065
1689047399,0.031673845623326115
1689047411,0.062041571586915521
1689047423,0.030151727598721482
1689047435,0.039757777824330574
1689047447,0.060546301273264479
1689047459,0.062051709386183016
1689047471,0.037074571179503379
1689047483,0.04965761243591263
1689047495,0.056937373451020644
1689047507,0.101565623839744928
1689047519,0.092069220662260181
1689047531,0.073888618572148187
1689047543,0.045326978956919657
1689047555,0.077517647564109718
1689047567,0.054684367328222793
1689047579,0.041673316986697804
1689047591,1.275843764923546256
1689047603,0.030372583462459834
1689047615,0.198377507851401191
1689047627,0.25641924419504064
1689047639,0.04498423727836706
1689047651,0.090581724073593033
1689047663,0.058074451570862385
1689047675,0.197739715655839631
1689047687,0.055076684542705777
1689047699,0.105658765492049479
1689047711,0.461123690445200703
1689047723,0.109403347686340459
1689047735,0.078755563470273693
1689047747,0.087599996604547145
1689047759,0.159987759056130997
1689047771,0.148730841224575153
1689047783,0.122002390554846524
1689047795,0.096641724392725812
1689047807,0.266785867081056715
1689047819,0.060462560079722662
1689047831,0.171596240991257519
1689047843,0.09757006053996314
1689047855,0.046390321684564109
1689047867,0.110256763327783728
1689047879,0.073814213998764737
1689047891,0.067934182021572395
1689047903,0.020541785199443304
1689047915,0.095554155682832369
1689047927,0.114768684961265495
1689047939,0.034985553538129409
1689047951,0.342564292037602895
1689047963,0.08507220600826977
1689047975,0.043455150688446084
1689047987,0.097962884100570956
1689047999,0.21125032187657131
1689048011,0.072940957226611332
1689048023,0.247008545818939403
1689048035,0.046536838709959293
1689048047,0.028152932124305987
1689048059,0.069828310895068198
1689048071,0.069109128826144206
1689048083,0.093136865064509057
1689048095,0.035122247055705779
1689048107,0.054564837288311433
1689048119,0.057163865300465677
1689048131,0.260107450031265668
1689048143,0.15795736905796987
1689048155,0.058661698856845745
1689048167,0.092707565707819084
1689048179,0.06291938101793462
1689048191,0.03434943827328379
1689048203,0.168748575352309072
1689048215,0.063589769922365002
1689048227,0.061616993260521132
1689048239,0.056180505555617162
1689048251,0.082650236950443081
1689048263,0.044410074356682677
1689048275,0.03346167799730923
1689048287,0.107075630101807465
1689048299,0.02994149772944105
1689048311,0.111948872617715915
1689048323,0.034447868831364866
1689048335,0.03610816884670885
1689048347,0.043851453275103624
1689048359,0.121365585422482411
1689048371,0.095171002183162659
1689048383,0.049269549677440266
1689048395,0.08180602331909338
1689048407,0.031816794693667921
1689048419,0.041369813552891463
1689048431,0.082264026509046377
1689048443,0.041274647893651895
1689048455,0.029545467852473286
1689048467,0.027606173595396166
1689048479,0.153777576346614944
1689048491,0.238630369924847734
1689048503,0.010586804747445322
1689048515,0.128083363920877401
1689048527,0.031762613862424494
1689048539,0.036538624945540487
1689048551,0.050383313495455999
1689048563,0.051973779191919297
1689048575,0.047428899809115344
1689048587,0.074834270170247316
1689048599,0.075013406878200414
1689048611,0.108930437416783386
1689048623,0.350998266183655506
1689048635,0.256536321575184722
1689048647,0.094685373468808901
1689048659,0.038210066773039082
1689048671,0.059868674127458348
1689048683,0.051491778340527837
1689048695,0.047399309445124641
1689048707,0.036712546918998438
1689048719,0.047392726502953527
1689048731,0.071960254722215188
1689048743,0.065353232966313439
1689048755,0.07968003226574861
1689048767,0.03113073291436427
1689048779,0.067875126990376564
1689048791,0.054751026785980481
1689048803,0.023788969258724209
1689048815,0.101426122286086174
1689048827,0.03631336525810357
1689048839,0.126164204413730717
1689048851,0.035088994146104313
1689048863,0.071620014456038372
1689048875,0.121230490611890018
1689048887,0.010810339536546655
1689048899,0.084194662078517841
1689048911,0.240864964335705274
1689048923,0.048858283073851875
1689048935,0.051731086704163728
1689048947,0.081288660399408527
1689048959,0.029428347832795296
1689048971,0.04941285618772522
1689048983,0.089190365157355258
1689048995,0.151175560625642408
1689049007,0.03748670065703453
1689049019,0.113542132596581683
1689049031,0.031596280608277298
1689049043,0.032178382591144502
1689049055,0.026153541720271414
1689049067,0.033363463349797805
1689049079,0.097100517595965388
1689049091,0.498972328913306946
1689049103,0.113382055729757352
1689049115,0.038294846071220418
1689049127,0.325918582486007044
1689049139,0.090282530951042415
1689049151,0.074755894092843548
1689049163,0.103004882551127752
1689049175,0.115259388837759705
1689049187,0.057753597624971378
1689049199,0.045472903568961286
1689049211,0.058083514937684118
1689049223,0.040160044773838279
1689049235,0.10073315554936074
1689049247,0.101801917715728169
1689049259,0.122641363758439841
1689049271,0.123205033306518857
1689049283,0.113660880391054874
1689049295,0.077798283826817795
1689049307,0.19645942032100427
1689049319,0.058021659159955042
1689049331,0.110874629725545136
1689049343,0.035384821731938946
1689049355,0.094080000592658288
1689049367,0.028922040059012618
1689049379,0.071292751189396962
1689049391,0.202917157674286947
1689049403,0.087773149394419139
1689049415,0.084804019645194377
1689049427,0.079357425975711348
1689049439,0.029996949425903801
1689049451,0.066884741385721858
1689049463,0.066879445567551428
1689049475,0.049065184639556102
1689049487,0.096974240505453669
1689049499,0.016950498619780869
1689049511,0.05198360883689465
1689049523,0.057233571809842475
1689049535,0.029905182547018617
1689049547,0.006378969813101264
1689049559,0.109208714025469991
1689049571,0.060376526380892888
1689049583,0.162460368636809699
1689049595,0.08525252306854303
1689049607,0.065461886303913704
1689049619,0.119216698232177531
1689049631,0.041517273526766492
1689049643,0.032558102704946368
1689049655,0.03213364768811558
1689049667,0.020235742142137948
1689049679,0.059976215865542239
1689049691,0.229075460373224436
1689049703,0.039840944637470993
1689049715,0.096294819890120065
1689049727,0.03196933389958136
1689049739,0.068688513763087951
1689049751,0.054578973888955918
1689049763,0.062158779935389866
1689049775,0.04845311834249041
1689049787,0.1466905344383186
1689049799,0.031000267053519932
1689049811,0.140046137301469411
1689049823,0.051073344171398618
1689049835,0.007427543039582652
1689049847,0.168881089110289267
1689049859,0.066057452427252186
1689049871,0.127382759644723123
1689049883,0.056737273618590161
1689049895,0.034746122649807649
1689049907,0.008716962082343244
1689049919,0.01093923923260978
1689049931,0.088507357072678333
1689049943,0.031998256814574418
1689049955,0.098363763340698166
1689049967,0.042276806019292071
1689049979,0.130723072472685721
1689049991,0.092067466460397934
1689050003,0.101163616992955321
1689050015,0.083245500130821784
1689050027,0.052654242299748448
1689050039,0.032695648161056258
1689050051,0.048703681322385193
1689050063,0.038693775200870959
1689050075,0.076313868335599951
1689050087,0.133330748178189623
1689050099,0.052741425519777067
1689050111,0.186755427310739958
1689050123,0.066261208332102761
1689050135,0.03765888517365075
1689050147,0.121933827090975999
1689050159,0.158542403317181048
1689050171,0.090015266440718548
1689050183,0.020579174766080001
1689050195,0.056118831785420625
1689050207,0.108799796753030332
1689050219,0.153148800395866122
1689050231,0.131580064210353361
1689050243,0.067139236933907008
1689050255,0.400257956480404738
1689050267,0.009106407280599902
1689050279,0.120474602385169429
1689050291,0.106851646142646846
1689050303,0.082247002622815842
1689050315,0.031434267068859743
1689050327,0.043543705403891846
1689050339,0.036490323822105977
1689050351,0.0577962463076267
1689050363,0.045073174193449445
1689050375,0.130526490308711463
1689050387,0.141984536321973921
1689050399,0.076843939865837059
1689050411,0.062515435986224988
1689050423,0.064650271097348733
1689050435,0.068192820502012218
1689050447,0.086315914679552057
1689050459,0.092616640813558631
1689050471,0.106059162533333123
1689050483,0.05058134206788102
1689050495,0.114441718238945177
1689050507,0.182111430677267636
1689050519,0.039734625787899862
1689050531,0.086732896162235128
1689050543,0.02316473205469878
1689050555,0.038013571095579396
1689050567,0.019363743686453636
1689050579,0.054467524946100701
1689050591,0.108205286451686224
1689050603,0.055510596365421402
1689050615,0.141656802524873788
1689050627,0.033340920114258187
1689050639,0.098120278954678356
1689050651,0.074101028828274379
1689050663,0.107789673304993128
1689050675,0.04739604204686917
1689050687,0.178380026654197777
1689050699,0.140511516393485612
1689050711,0.025756122897094605
1689050723,0.197062250265461053
1689050735,0.006929557903817517
1689050747,0.034464403674339448
1689050759,0.152743007282381033
1689050771,0.086528344630124723
1689050783,0.033408302491069415
1689050795,0.11527742579542069
1689050807,0.024643931160273334
1689050819,0.051974428739040783
1689050831,0.009807618794817847
1689050843,0.023225732628262586
1689050855,0.003552933078926495
1689050867,0.145219769451365947
1689050879,0.094004818792427877
1689050891,0.049781245314794011
1689050903,0.031623116289415605
1689050915,0.039489158985711374
1689050927,0.03590378203418444
1689050939,0.015872286998773241
1689050951,0.0410312896453469
1689050963,0.037807993205928047
1689050975,0.068073762663958794
1689050987,0.026249669955262441
1689050999,0.060927170526031383
1689051011,0.050888088145405887
1689051023,0.060514311218262431
1689051035,0.149680330283409622
1689051047,0.060445004795251746
1689051059,0.076607259767991475
1689051071,0.039273317352994862
1689051083,0.963376210407940357
1689051095,0.053238231325606958
1689051107,0.031378552967409544
1689051119,0.028739739536679129
1689051131,0.199482451155571996
1689051143,0.0171098055817746
1689051155,0.040289092054208748
1689051167,0.019873226926439004
1689051179,0.136153428278681624
1689051191,0.029367285782873785
1689051203,0.144061197450920997
1689051215,0.041219929863023067
1689051227,0.02845844081896414
1689051239,0.216337129071087389
1689051263,0.13196492868532965
1689051275,0.018158218346213757
1689051287,0.038856999362081015
1689051299,0.03069683442789258
1689051311,0.178696547426951429
1689051323,0.063056240034866782
1689051335,0.051222836961336443
1689051347,0.049637717555897693
1689051359,0.10624336646805642
1689051371,0.04082460159597534
1689051383,0.102579776600080206
1689051395,0.035392825569444004
1689051407,0.036666019025174972
1689051419,0.016274551396173811
1689051431,0.296287997897469649
1689051443,0.114883681798613427
1689051455,0.27113936488266372
1689051467,0.127024842368218676
1689051479,0.191542127247314938
1689051491,0.151440082703124243
1689051503,0.129258308200674233
1689051515,0.064068039969714349
1689051527,0.160650256629824035
1689051539,0.054447473843248839
1689051563,0.030461868059839842
1689051575,0.409935193912420275
1689051587,0.048595014781790587
1689051599,0.058827255484489753
1689051611,0.069279814154923494
1689051623,0.054904985658819324
1689051635,0.025499725280547676
1689051647,0.044287934965831861
1689051659,0.028217914158217294
1689051671,0.052056468817182454
1689051683,0.014094172591750168
1689051695,0.335845867176450925
1689051707,0.0946593661308111
1689051719,0.022931678947764564
1689051731,0.056318538350453054
1689051743,0.091754879450352328
1689051755,0.011175323164640067
1689051767,0.065241251118473188
1689051779,0.022456656976125843
1689051791,0.069279296323549377
1689051803,0.023475396958124049
1689051815,0.024759650818788844
1689051827,0.046272201414116658
1689051839,0.143848462972644602
1689051851,0.044597182224453573
1689051863,0.022047284171746263
1689051875,0.064255675803138425
1689051887,0.135741836010805143
1689051899,0.036843877734883464
1689051911,0.022482482673119578
1689051923,0.063810872224435459
1689051935,0.030058665592575845
1689051947,0.023729787536686516
1689051959,0.307470534275134756
1689051971,0.05356663334260126
1689051983,0.061672787049053162
1689051995,0.033741185841776723
1689052007,0.030942957798971309
1689052019,0.121041768568902442
1689052031,0.123437305743476186
1689052043,0.033626788748164891
1689052055,0.036998334024343507
1689052067,0.029411418138540117
1689052079,0.048571430465970195
1689052091,0.059723894734139526
1689052103,0.04870277770459011
1689052115,0.032936294320350599
1689052127,0.073816373884022339
1689052139,0.104128812444689981
1689052151,0.094590333834976293
1689052163,0.121819486841111705
1689052175,0.073235624543667612
1689052187,0.04582579384258402
1689052199,0.042457448429406258
1689052211,0.130913891493278107
1689052223,0.039151966272479559
1689052235,0.051004193546646991
1689052247,0.041464712163035367
1689052259,0.06721369185362374
1689052271,0.064161051956201026
1689052283,0.052449326895447657
1689052295,0.026213403367392155
1689052307,0.055351822081801965
1689052319,0.086243650301766219
1689052331,0.031767072459703847
1689052343,0.036550954461884384
1689052355,0.174799665444081017
1689052367,0.032570915652425399
1689052379,0.072449097168071206
1689052391,0.03275028659993564
1689052403,0.056432018896587917
1689052415,0.03515156796025856
1689052427,0.026920362518988658
1689052439,0.185727249616273842
1689052451,0.134457678642320208
1689052463,0.034571897590958959
